"station","show","show_date","text"
"FOX News","Hannity",2016-04-08 05:00:00,"you're not welcome here we are the forefront of climate change ted cruz we're at the forefront of climate change here people are dying people are dying ted cruz people are dying from climate change we're living in the poorest koching congressional district in the country to receive this right wing bigot is an increase to the it's an immigrant community it's an immigrant community you're not welcome here we are the forefront of climate change ted cruz we're at the forefront of climate change here"
"MSNBC","Morning Joe",2016-04-08 10:00:00,"either one but in this political environment neither one is going to happen so what happens well the i call this a slow motion crisis and slow motion crises are the hardest kinds of crises for democracy to work on climate change is another"
"CNN","New Day",2016-04-14 10:00:00,"between on p each one of the issues there is a real stark difference between the candidates and that is why bernie is running to offer a different vision so we have talk about that in contrast the views on trade on climate change"
"FOX News","Special Report With Bret Baier",2016-04-14 22:00:00,"and interestingly the most important issue facing the country it seems to always be this but the economy is leading the way and you see the shift there terrorism in second and look down the row immigration at 4 abortion gay marriage climate change"
"CNN","CNN Democratic Debate",2016-04-15 01:00:00,"senator here is here is a real difference this is a difference between understanding that we have a crisis of historical consequence here and incrementalism and those little steps are not enough not right now not on climate change"
"FOX News","FOX  Friends",2016-04-15 10:00:00,"what is the number one issue you're worried about now it is as you look here it's changed once again it is the economy it had been back in december terrorism followed by health care followed by climate change"
"CNN","CNN Newsroom Live",2016-04-23 08:00:00,"prince died on thursday morning at his estate in minnesota the medical examiner's office has completed its autopsy on the legendary artist but the results could take weeks prince was 57 years old climate change"
"FOX News","The Five",2016-04-25 21:00:00,"koch brothers are for economic mobility she handled that terribly why not say look how bad the republican party is that they are now looking to me and leave it at me not disavow them add not sub tretracsubtract threw climate change in"
"CNN","New Day",2016-04-29 10:00:00,"it's not influencing it's with bernie it's always been and always will be about the issues let's talk about higher minimum wage let's stop fracking let's deal with climate change"
"MSNBC","With All Due Respect",2016-05-05 22:00:00,"they put the words in the teleprompter you are both awesome to be here you're highly qualified i want to ask you about the topic that everyone in the world is talking about climate change"
"MSNBC","All In With Chris Hayes",2016-05-12 03:00:00,"we want to thank the people have west virginia for the resounding victory that we got there last night and thank the people of indiana the week before for that victory i happen to be a member of the u.s senate committee on the environment i have talked to scientists all over the world there is no debate climate change is real"
"MSNBC","AM Joy",2016-05-22 14:00:00,"absolutely that to me is a big message of this story and that's what if what if we had had a 50 year head start of dealing with climate change we knew it was going on the white house was getting briefings on climate change lbj was talking about climate change and beyond misleading their investors what does it mean to have more than 60 years of inaction on climate change knowing that they may have had the technology to do something absolutely that to me is a big message of this story and that's what if what if we had had a 50 year head start of dealing with climate change we knew it was going on the white house was getting briefings on climate change"
"FOX News","Fox News Reporting",2016-05-23 01:00:00,"safelite repair safelite replace watching hi this is an easy grip handle here's what's coming up is trump the new climate change"
"CNN","Erin Burnett OutFront",2016-05-23 23:00:00,"a lot of it is a hoax reporter but donald trump the businessman isn't so dubi s dubious he applied for a permit for a sea side golf resort the reason rising sea levels and other effects of climbed change climate change"
"MSNBC","MTP Daily",2016-05-25 21:00:00,"they should do it we acknowledge that times are changing and things are changing and we now acknowledge that john kerry is doing it you know it's not the biggest issue in the world there is a lot more issues income inequality student loans my lord climate change"
"MSNBC","AM Joy",2016-05-28 14:00:00,"we have the issue of civil rights represented on hillary clinton's committee and this of course is alicia reese a state representative in ohio she is leader of the legislative black caucus and carol browner former director of the white house office of energy and climate change my messy handwriting here climate change represented on the hillary clinton committee"
"FOX News","Your World With Neil Cavuto",2016-05-30 20:00:00,"looking for your kid to get different points of view in school now might want to look away one city's public school district will start banning books and educational materials that question climate change to mark mar ran know who says this is crazy and karen says more schools need to do the same why well climate change and its causes are proven facts"
"CNN","CNN Tonight With Don Lemon",2016-06-01 06:00:00,"so no we're not surprised i don't know if that's so easy for him as you know there has not been a history of great closeness with the clintons but what he did today was to say here's what's important to me what's important to me is climate change not that bernie sanders doesn't care about climate change"
"FOX News","Fox and Friends First",2016-06-08 08:00:00,"specifically those young voters and young female voters right that bernie sanders has consistently won across all demographics leslie look if you just look at the platform of this revolution of senator sanders followers there's absolutely no way that his followers who are very very high in supporting the issue of climate change donald trump says there is no climate change"
"FOX News","Red Eye",2016-06-15 07:00:00,"it is amazing here is video of the final moments i don't think climate change was the problem that was a hamster climate change killed dinosaurs here is video of the final moments i don't think climate change was the problem that was a hamster climate change killed dinosaurs i don't know if it was it was definitely climate change"
"CNN","New Day",2016-06-22 10:00:00,"and let's see where your position is versus someone like bernie sanders with whom you align fairly closely so let's look at some of these issues on stricter gun control sanders yes you yes prioritize climate change"
"MSNBC","The Rachel Maddow Show",2016-06-28 01:00:00,"catastrophic effect barrow finds itself on the lead leading edge of climate change and climate change research"
"MSNBC","The Rachel Maddow Show",2016-06-28 04:00:00,"new sustainable community designed to be resilient for future generations tomorrow night we will shift from the bayou of louisiana to bear oh alaska where people have relied on the ice and ocean and alaska is warming twice as fast as the rest of the country and having a catastrophic effect barrow finds itself on the leading edge of climate change and climate change research"
"MSNBC","All In With Chris Hayes",2016-06-30 03:00:00,"the president addressing the canadian parliament driving home the very real and present threats of climate change especially in arctic regions like alaska tonight as part of our series examining the direct effects of a warming planet we visit barrel alaska where the ice that sustains an entire community is melting fast the arctic is the leading edge of climate change our leading indicator of what the entire planet faces climate change is no longer some far off problem"
"FOX News","The Greg Gutfeld Show",2016-07-03 05:00:00,"but what if we compromise start saying radical islam but then add not that there's anything wrong can it it could work meanwhile the president's bummed he was about to save the earth at a climate change summit and terror interrupted him again pe distraction from the real work at hand climate change is obama's flight from facing true evil"
"FOX News","FOX  Friends",2016-07-26 10:00:00,"that was inspiring what do you disagree with that donald trump represents the exact opposite of everything bernie sanders campaigned for on climate change climate change is a joke everyone feels an obligation that was inspiring what do you disagree with that donald trump represents the exact opposite of everything bernie sanders campaigned for on climate change"
"CNN","Americas Choice 2016",2016-07-26 13:00:00,"that's what you do you can't do public policy without having factual sciencetiv information in front of you the virtually the entire scientific community is in agreement unanimous agreement climate change is real"
"FOX News","The OReilly Factor",2016-07-27 00:00:00,"i never did say it 10 minimum wage federally and states can do what they want you have me on record saying the states are going to raise it higher than that and they can if they want climate change they said that you called climate change a hoax"
"FOX News","Americas Election HQ",2016-07-27 05:00:00,"so when you go on the record it's 10 minimum wage federally and the states can do what they want you have me on record as saying the states are going to raise it higher than that and they can if they want climate change they said that you called climate change a hoax"
"FOX News","Fox and Friends First",2016-07-27 09:00:00,"huge difference in mood almost like different planets in philadelphia they don't want to talk about isis it's not a priority it is climate change"
"CNN","Erin Burnett OutFront",2016-07-27 23:00:00,"if i may use a strong word i would say we are at the limits of suicide this is the painful reality of a world radically altered by climate change it's not reality tv make no mistake trump's reckless denial of climate change is dangerous"
"MSNBC","AM Joy",2016-07-30 14:00:00,"i don't know what that is i don't trust that he has some kind of sharia law i don't like it who won the week well i think the planet won because last week not much of a dinger but i played ai drinkin game with myself and my phrase was climate change and so there was talk of climate change this week"
"FOX News","Stossel",2016-07-31 00:00:00,"and i am here to awaken humanity what do you think the bigger threat climer change or illegal imgragdz that is a bigger threat climate change"
"FOX News","The Greg Gutfeld Show",2016-08-01 02:00:00,"i am here to awaken humanity what do you think's a bigger threat climate change or illegal immigration illegal climate change do you think climate change or illegal immigration is a bigger threat climate change that's offensive congresswoman i'm here to declare the sanctuary of my brothers and sisters i am here to awaken humanity what do you think's a bigger threat climate change or illegal immigration illegal climate change"
"FOX News","The Five",2016-08-11 21:00:00,"statue of liberty or planned parenthood midtown office don't forget the ice coffee underestimating a threat has they have led to victory this administration is thrilled to overestimate certain threats for example climate change"
"FOX News","Cavuto on Business",2016-08-13 14:30:00,"thanks a lot by the way the global warming debate that also just got a little this as democrats push to take so called climate change deniers to court the majority of americans may be telling them to cool it coming up the green push pushing back several targeting companies in a climate change crackdown"
"FOX News","The OReilly Factor",2016-08-16 00:00:00,"he needs to get rest from congress not helping him out at all everybody needs a vacation all i need is just a quick 10 minutes fighting climate change is very hard work too climate change is real"
"FOX News","The OReilly Factor",2016-08-16 03:00:00,"he needs to get rest from congress not helping him out at all everybody needs a vacation all i need is just a quick 10 minutes don't forget fighting climate change is very hard work too climate change is real"
"FOX News","Fox and Friends Saturday",2016-08-20 10:00:00,"is it if it is helping people where is the evidence of that exactly i'm a firm believer in climate change the climate change i'm talking about is socioeconomic climate change"
"MSNBC","Your Business",2016-09-03 09:30:00,"so to all of you that have participated in this extraordinary effort thank you very much thank you to president xi thank you mr secretary general that is the president he's addressing climate change"
"CNN","Anderson Cooper 360",2016-09-17 00:00:00,"this guy will not face reality because he has an agenda beyond just the agenda part of the question part of the pattern same person who denies climate change the same person who denies climate change"
"FOX News","Fox and Friends Saturday",2016-09-17 10:00:00,"well al gore is good for one reason and one reason alone it's not because al gore is going to win her the election and bernie sanders she is not doing well with millennials millennials are still not there the issue they care about most is climate change climate change voters vote on climate change and climate change alone"
"FOX News","Special Report With Bret Baier",2016-09-20 22:00:00,"aggressive nationalism a crude populism sometimes from the far left but more often from the far right which seeks to restore what they believe was a better simpler age free of outside contamination president obama addressing the united nations general assembly for the last time as president this time speaking for almost 50 minutes zero interruptions for applause compared to about 12 of them in 2009 within the first 90 seconds he talked about climate change and the ravages of climate change"
"CNN","New Day",2016-09-27 11:00:00,"no i didn't say that i mean he said it i'm repeating his tweet he believes that part is a hoax he believes climate change is naturally occurring"
"CNN","Wolf",2016-09-27 17:00:00,"this is a sensitive sisissue i would like hillary clinton to apologize to me when she called us deplorable and it is disca disquali disqualifying to be president of the united states to be calling that about people she walks back on everything it is hillary clinton he like to play different rules than the rest of us on the whole issue of climate change he denied that he believes the climate change is a hoax"
"CNN","The Lead With Jake Tapper",2016-09-27 20:00:00,"that is absolutely been proved wrong reporter the trump campaign offering different explanations for the gop contender's past claim that climate change is a hoax created by the chinese government to hurt u.s factories with his campaign manager saying one thing he believes climate change is naturally occurring"
"CNN","Situation Room With Wolf Blitzer",2016-09-27 21:00:00,"i got to that point where i said well maybe he's paid zero he said that makes him smart if not paying taxes makes him smart what does that make all the rest of us reporter and leaving trump's campaign manager to explain the gop nominee doesn't believe climate change is man made he believes that climate change is naturally occurring"
"CNN","Erin Burnett OutFront",2016-09-27 23:00:00,"i wish the first time it was done correctly on women clinton insisted trump is someone who has said pregnancy is an inconvenience to employers who has said women reporter but he did in 2004 the fact is it is an inconvenience for a person that is running a business and on climate change"
"CNN","Anderson Cooper 360",2016-09-28 01:00:00,"i got to that point where i said maybe he's paid zero he said that makes him smart now if not paying taxes makes him smart what does that make all the rest of us reporter and leaving trump's campaign manager to explain the gop nominee doesn't believe climate change is man made he believes that climate change is naturally occurring"
"CNN","Anderson Cooper 360",2016-09-28 04:00:00,"do you think he respects women yes and clinton hit trump for voicing support for inraiding iraq and calling climate change a hoax denied doing either despite he said both this supporter forgiving especially on climate change"
"CNN","Anderson Cooper 360",2016-09-28 05:00:00,"it got to that point where i said well maybe he's paid zero he said that makes him smart now if not paying taxes makes him smart what does that make all the rest of us reporter and leaving trump's campaign manager to explain the gop nominee doesn't believe climate change is manmade he believes that climate change is naturally occurring"
"MSNBC","Morning Joe",2016-09-28 10:00:00,"they ignored the issues that millennials know matter issues of student debt the millennial generation is not know stall beginning for this era that we all should return back to manufacturing jobs are not the jobs that they're thinking about out of college they're thinking about climate change and its effect and the kind of jobs that climate change can bring"
"CNN","New Day",2016-09-28 10:00:00,"our generation needs to believe in an affirmative economic case but also an affirmative political case for us to get involved in this election bernie sanders is going to hit the campaign trail with hillary clinton and yesterday he spoke with our mono i think when people throughout this country not only younger people understand that she has a proposal which is going to make public colleges and universities tuition free for all families earning less than 125,000 a year that is a big deal and i think when people fully understand the contrast the difference of opinion between her and trump on climate change where trump thinks climate change is a hoax so college and climate change"
"MSNBC","JohnsonWeld Town Hall",2016-09-29 05:00:00,"i believe we'll come to a quantum leap when it comes to the understanding of the drug issue and it will start with recognizing drugs first as a health issue rather than a criminal justice issue i'm from maine and i'm a tune here this is a question for governor johnson what are your thoughts on come batting climate change as well as potentially moving toward a more stufl sufficient country in the future climate change"
"MSNBC","The Place for Politics 2016",2016-10-02 13:00:00,"wrong shut up he started the birther movement you did he says climate change is a hoax invented by china"
"CNN","Fareed Zakaria GPS",2016-10-02 17:00:00,"eight months ago my next guest had what must have been the triumph of her life hilda was elected president of the martial islands but then had to face reality the five islands that make up her nation may not have much of a future not if climate change continues sea rise is slowly washing away what remains of her territory and what does remain is frequently flooded or rubble by drought the volatility caused by climate change"
"FOX News","Americas Newsroom With Bill Hemmer and Martha MacCallum",2016-10-04 13:00:00,"bill is her record as secretary of state one she is proud of in terms of accomplishments she can point to sure restoring our alliances getting putin to the table setting the stage for the paris accord climate change"
"MSNBC","The Place for Politics 2016",2016-10-05 15:00:00,"what's the strategy there well the question is will millennials really remember al gore how familiar are they with the work that he has done but you hit the nail on the head the strategy is for him to tout the work he has done on climate change you heard clinton talking more and more about climate change"
"CNN","CNN Newsroom With Brooke Baldwin",2016-10-05 19:00:00,"hang on let me jump in i think obamacare is a serious issue for the president as is climate change we saw him at the white house touting the paris agreement i think climate change and i also sithink al gore"
"CNN","New Day",2016-10-06 10:00:00,"that's really really tricky if the damage is bad you don't want to be there you're pulling resources out s al gore is coming out on the campaign trail climate change climate change climate change"
"MSNBC","MSNBC Live",2016-10-11 13:00:00,"what is the campaign hoping to do here is this all about millennials and climate change largely about millennials but the campaign describes al gore as a triple threat why because he's done so much work on climate change"
"FOX News","Americas Newsroom With Bill Hemmer and Martha MacCallum",2016-10-11 13:00:00,"we all heard on that tape what he thinks of women and how he treats women florida has 29 electoral votes so the clinton team is making a major push in the sunshine states today with the help of an old friend al gore martha we'll see how that goes bill climate change"
"CNN","At This Hour With Berman and Bolduan",2016-10-11 15:00:00,"i imagine just because of who he is now in the democratic party that this is a way of saying and i'd be shocked if she doesn't say something about climate change it didn't get asked in either of the first two debates this happened in the vice presidential debate too my twitter feed goes crazy wlaels the question about climate change"
"FOX News","Outnumbered",2016-10-11 16:00:00,"she shouldn't have as many millenial votes taken away by gary johnson and jill stein to a small degree that is where the bleeding needs to stop i don't think he is relevant enough in the conversation climate change people i thought they would go with jill stein anyway florida is critical state when it comes to climate change"
"FOX News","Your World With Neil Cavuto",2016-10-11 20:00:00,"he was very late to endorse her so this has been arranged this is their one and only event together here's what hillary clinton said about climate change just moments ago likely more destructive because of climate change"
"CNN","Situation Room With Wolf Blitzer",2016-10-11 22:00:00,"a blast from the past with a message for the future your vote really really really counts a hot you can consider me as an exhibit a of that group climate change is his passion"
"FOX News","On the Record With Brit Hume",2016-10-11 23:00:00,"it was a carefully orchestrated campaign appearance negotiated we're told by her campaign chairman john podesta who really cares quite a bit about climate change and knows they have an enthusiasm gap among millennials about a decade ago al made a movie called an inconvenient truth now maybe some of you have seen it but if you haven't i hope you'll watch it tonight now it doesn't have a lot of special effects but it does have a lot of drama and here's the main message climate change is real"
"MSNBC","Morning Joe",2016-10-12 10:00:00,"you look at them and you're thinking if i'm a millennial if i'm a millennial these are the two people i know that they did this by discussing climate change a 23 year old will look at that picture and go okay i want to be part of that i want to be in the middle of that she warned the audience not to elect a climate change donald trump is not a believer in climate change"
"FOX News","Happening Now",2016-10-12 17:00:00,"she had had al gore get up because don't forget obama thinks that climate change is the single biggest and most dangerous problem for the world today crowd boos not nuclear weapons in the handed of maniacs or countries that hate us no no no problem climate change is our problem"
"FOX News","Cost of Freedom",2016-10-15 14:00:00,"look everybody knows secretary clinton has been on the public stage a long time she has had some issue where she has evolved and changed her mind the democratic party's platform is more progressive now because of the exchange of ideas on issues like trade or other things as well climate change i hope they bring up climate change i am disturbed that the russians are breaking into the democratic party's headquarters and e mails look everybody knows secretary clinton has been on the public stage a long time she has had some issue where she has evolved and changed her mind the democratic party's platform is more progressive now because of the exchange of ideas on issues like trade or other things as well climate change"
"MSNBC","All In With Chris Hayes",2016-10-19 07:00:00,"trump found the obama who actually was born in kenya and is bringing him and that just tells you how frivolous this has become this is 23 thank god there's not a 24th the big issue that i think has not been debated weirdly is immigration and climate change"
"FOX News","FOX  Friends",2016-10-19 10:00:00,"the only issue that donald trump grades out higher with the polls when people are asked on the fox news poll most important issue facing the country the economy has 24 terrorism 18 health care 8 which i'm sure donald trump wants to focus on because of the implosion of obamacare climate change is 7"
"FOX News","The Five",2016-10-20 21:00:00,"she's saying that by saying there's a rigged election he is treei tr trying to make sure you don't vote they have deployed their most important asset in the campaign michelle obama to a red state they will try to expand the map the other thing is i saw there's disappointment that one of your favorite subjects has not come up climate change"
"CNN","CNN Newsroom Live",2016-10-23 09:00:00,"we've known about this for decades for over half a century try to have a conversation with anyone about climate change people just tune out climate change climate change leonardo dicaprio is addressing environmental issues in his new documentary released just in time for the presidential election we've known about this for decades for over half a century try to have a conversation with anyone about climate change people just tune out climate change"
"FOX News","The Five",2016-10-24 21:00:00,"donald trump spent ten minutes on attacking hillary and talking about what dana was talking about and 20 minutes on the policy you know he mentioned deregulation very specific about deregulation about for every new law you get rid of two cancelling payments to the u.n climate change program"
"FOX News","The Five",2016-10-26 21:00:00,"we thought as we close up this campaign how important it is to really dig into some of these issues the people say they care about we start with drug addiction we have immigration tomorrow night foreign policy is next climate change"
"FOX News","Justice With Judge Jeanine",2016-10-30 01:00:00,"matters segment in our series on climate change"
"MSNBC","In Other News",2016-10-30 01:00:00,"bill passed the house of representatives it then went to the senate where it never reached a vote the fact that americans couldn't pass a climate change bill even a small climate change bill is going to be remembered by future generations as i think our moral failure of our generation we already have scientific consensus that climate change is real the fact of the matter is that climate change is already happening"
"FOX News","Americas Election HQ",2016-10-30 06:00:00,"but we can't give hundreds of billions of dollars away to groups that we don't know where the money is going it is crazy our businesses can't compete with businesses from other countries because of what they're man dated to do we have to build our businesses back up climate change"
"MSNBC","In Other News",2016-10-30 10:00:00,"bill passed the house of representatives it then went to the senate where it never reached a vote the fact that americans can pass a climate change bill even a small climate change bill is going to be remembered by future generations as i think our moral failure of our generation we already have scientific consensus that climate change is real the fact of the matter is climate change is already happening"
"FOX News","Special Report With Bret Baier",2016-10-31 00:00:00,"manufacturing noncompetitive the clinton campaign takes another view mother nature is giving us a very clear and powerful message two weeks ago former presidential candidate al gore who is still championing climate change campaigned with clinton in miami on this issue climate change is real i say the ocean is not republican or democrat it just knows how to rise but around the country many voters believe the urgency and seriousness of climate change is an exaggeration before he secured the nomination trump echoed that sentiment climate change is just a very expensive form of tax"
"FOX News","Special Report With Bret Baier",2016-10-31 03:00:00,"manufacturing noncompetitive the clinton campaign takes another view mother nature is giving us a clear and powerful message reporter two weeks ago former presidential candidate al gore who still champions climate change campaigned with clinton in miami on this issue climate change is real the ocean isn't republican and democrat it just knows how to rise reporter many around the country believe the seriousness of climate change is an exaggeration trump echoed that sentiment climate change is an expensive form of tax he considers himself to be a man of the house if nancy pelosi and still around maybe steny hoyer leaves maybe it is in fact javier beccera chad we appreciate it thank you up next our issues that matter series continues tonight climate change chad we appreciate it thank you up next our issues that matter series continues tonight climate change welcome back to welcome back to our special sunday prime time special report during the final days of this campaign we're counting down the issues that matter most to you tonight number seven in the top ten climate change"
"FOX News","Special Report With Bret Baier",2016-10-31 05:00:00,"manufacturing noncompetitive the clinton campaign takes another view mother nature is giving us a clear and powerful message reporter two weeks ago former presidential candidate al gore who still champions climate change campaigned with clinton in miami on this issue climate change is real we appreciate it thank you thank you up next our issues that matter series continues tonight climate change it's not democrat it just knows how to rise but around the country many voters believe the urgency and seriousness of climate change is an exaggeration before he secured the nomination trump echoed that sentiment climate change is an expensive form of tax"
"FOX News","Special Report With Bret Baier",2016-10-31 08:00:00,"manufacturing noncompetitive the clinton campaign takes another view mother nature is giving us a very clear and powerful message two weeks ago former presidential candidate al gore who is still championing climate change campaigned with clinton in miami on this issue climate change is real up next our issues that matter series continues tonight climate change welcome back to our special sunday primetime special report during the final days of this campaign we are counting down the issues that matter most to you tonight number seven in the top ten climate change i say the ocean is not republican or democrat it just knows how to rise but around the country many voters believe the urgency and seriousness of climate change is an exaggeration before he secured the nomination trump echoed that sentiment climate change is just a very expensive form of tax"
"CNN","New Day",2016-11-04 10:00:00,"so let's look at climate change the state department calls climate change a threat to america's national security and this is an issue where trump and clinton have big disagreements hillary clinton agrees with the overwhelming majority of science that climate change is real donald trump believes the weather is changing but it has nothing to do with anything humans are doing so trump is repeatedly expressed doubt in that science behind climate change"
"CNN","Early Start With John Berman and Christine Romans",2016-11-10 08:00:00,"here's bernie sanders to degree mr trump is serious about improving the lives of working family i am prepared to work with him to the degree that he pursues racist sexist kpeen phobic and anti environment policies we will oppose him not on climate not on climate change"
"FOX News","The Kelly File",2016-11-12 05:00:00,"sandra i can certainly hear you tonight because the crowd has dropped significantly here on the third night of protest that we have seen look behind me about 50 people tonight and you know you are seeing the same thing a lot of different motives for being here climate change"
"CNN","CNN Newsroom With Poppy Harlow",2016-11-12 20:00:00,"aiming at the president elect donald trump messages about stopping the hate messages about supporting gays about women about climate change"
"FOX News","Americas Election HQ",2016-11-12 21:00:00,"secretary of state john kerry has taken a trip to the southern most continent it is a two day visit to talk about climate change he has called on people to get engaged and do more during his speech to several hundred scientists and staff there he did no though comment on president elect trump who as you know has doubted climate change as manmade and called for the dismantling of the u.n climate change aagreements"
"FOX News","The Five",2016-11-14 22:00:00,"hold obamacare give me another legacy item everything else is by executive i will donald trump said he will dismantle all the executive orders climate change everything else is by executive i will donald trump said he will dismantle all the executive orders climate change it was flooded in miami beach if anyone noticed that's not proven to be climate change"
"MSNBC","MSNBC Live With Tamron Hall",2016-11-17 16:00:00,"take a look this was after the election oh my god with statue of liberty over her face but the main magazine here the end of the world with a meteor that looks like donald trump to say the people here are unsettled is again an understatement you have issues from the economy trade huge trading partners the u.s and germany climate change"
"MSNBC","MTP Daily",2016-11-22 22:00:00,"good evening i'm andrea mitchell for chuck todd welcome to mtp daily this is not the donald trump from rallies at the big interview trump backed off pledges and signals an openness to keep the u.s climate change in paris"
"CNN","CNN Tonight With Don Lemon",2016-11-23 03:00:00,"normally in the situation what you would do is call in a team of lawyers who work closely in the ethics area and understand conflicts and get written opinions get advice from counsel and he's shown he is willing to temper i thought what was remarkable about this set of conversations was also the fact he's tempered on hillary clinton he's tempered on waterboarding tempered on climate change tempered on climate change"
"MSNBC","Morning Joe",2016-11-23 11:00:00,"who was he he was someone who was trying to project i'm a reasonable even moderate guy keeping with some of the latter cabinet appointments that we're now seeing he was saying he was open minded about things he did not seem open minded about at all climate change i was very impressed by that answer i was surprised because he's known as being the toughest guy frank bruni just talk generally about the meeting yesterday we have a lot more to talk about climate change and everything else"
"CNN","CNN Newsroom With Brooke Baldwin",2016-11-23 19:00:00,"he was showing some respect saying he reads the paper but he said if he didn't read it he'd live 20 years longer so it's almost like out of one side of the mouth and then the other but when it comes to we ran through issues like torture or climate change and when you were asking about syria how did he respond were there specifics i would say whiplash inducing is the way some of us felt take climate change"
"MSNBC","Hardball With Chris Matthews",2016-11-24 11:00:00,"and then he made the comments if you look at them carefully he was asked about separating the business from while he was president he didn't make commitments to that he was asked about climate change he gave some liberal words about climate change"
"CNN","Fareed Zakaria GPS",2016-11-27 15:00:00,"donald trump claimed in a tweet that climate change was a hoax perpetrated by the chinese he also said he will cancel the paris agreement trump changed a little bit admitting some connectivity between humans and climate change and he will take a look at the agreement he still has a denial his words had climate change activists concerned trump changed a little bit admitting some connectivity between humans and climate change and he will take a look at the agreement he still has a denial his words had climate change activists concerned my next guest says he will counter trump with some of his billions if he tried to roll back he now spends hundreds of millions of climate change activism"
"MSNBC","MSNBC Live",2016-11-27 17:00:00,"extra strong to avoid rips and tears be happy it's glad we have known about this for decades for over half a century try to have a conversation with anyone about climate change people just tune out climate change"
"CNN","Fareed Zakaria GPS",2016-11-27 18:00:00,"donald trump claimed in a tweet that climate change was a hoax perpetrated by the chinese he also said he would cancel the paris agreement well on tuesday at the new york times trump changed his tune a bit admitting there was some connectivity between humans and climate change trump still has a leading climate change denier his action and contradictory words has climate change experts concerned together we're building a better california donald trump claimed in a tweet that climate change was a hoax perpetrated by the chinese he also said he would cancel the paris agreement well on tuesday at the new york times trump changed his tune a bit admitting there was some connectivity between humans and climate change trump still has a leading climate change denier"
"FOX News","Fox News Sunday With Chris Wallace",2016-11-27 19:00:00,"and what does it also say i thought reince priebus trying to clean it up today about his understanding of the independence of the justice department well look i mean the first thing it tells you is that trump supporters might be in for disappoint they campaign seriously it is not the only one there's move back on climate change the rhetoric of climate change for example"
"FOX News","Fox News Sunday With Chris Wallace",2016-11-28 03:00:00,"and what does it also say i thought reince priebus trying to clean it up today about his understanding of the independence of the justice department well look i mean the first thing it tells you is that trump supporters might be in for disappointments if they took things said in the campaign seriously it is not the only one there's move back on climate change the rhetoric of climate change for example"
"MSNBC","MSNBC Live",2016-12-03 14:00:00,"it's really dangerous what they are attempting to do sir thank you very much for getting up and joining us this morning thank you r your time thank you and m pleasure the threat of climate change"
"MSNBC","MSNBC Live With Andrea Mitchell",2016-12-05 17:00:00,"peter let's ask about another high profile figure walking through the halls of trump tower the former vice president al gore we know he won't meet with donald trump he will meet with ivanka the subject is climate change"
"MSNBC","MSNBC Live With Hallie Jackson",2016-12-05 18:00:00,"i interviewed him back in may he was very reluctant to criticize donald trump even though donald trump had said he thinks climate change is a chinese hoax he thought that the u.s should pull out of the paris agreement that's the agreement the world reached to reduce greenhouse gases those are the gases that cause climate change"
"MSNBC","MSNBC Live With Thomas Roberts",2016-12-05 19:00:00,"she has reportedly said she wants to make climate change for one of her donald trump on the other hand has been a much harder sale on this issue he tweeted in the past of climate change of a chinese hoax and she said he wants to pull the united states out of the paris agreement that's the global agreement where all 190 countries have agreed to reduce their greenhouse gas emissions those are the gases that create climate change"
"CNN","CNN Newsroom With Brooke Baldwin",2016-12-05 20:00:00,"a guy who has made climate change his platform and now donald trump seems to be extending an olive branch of all the people we've seen walk into trump tower i think al gore is the most interesting in the last month why he campaigned so aggressively against donald trump he has one issue that's climate change"
"FOX News","The Five",2016-12-05 22:00:00,"i think that's ivanka because she's whatever donald trump feels about climate change i don't think ivanka agrees with him this could be part of that strange new respect evolution that you see with the candidate when they start moving back towards the middle and perhaps to the left it's like with arnold swar schwarzenegg schwarzenegger you expected the terminator but you got kindergarten cop he embraced climate change everything"
"FOX News","Hannity",2016-12-06 03:00:00,"it's one thing to argue about how the less than global warming it's another to deny that it's happening there's overwhelming evidence that our climate is changing and with are in part to blame climate change threatens to alter the way that we live from the way we produce or food to where we live how we live the debate is settled climate change is a fact"
"CNN","CNN Tonight With Don Lemon",2016-12-06 03:00:00,"seemed like an impromptu meeting that was the lengthier meeting of the two afterwards gore said it was productive the two are looking for ways to find common ground and that of course being one of the most intriguing parts these two have not seen eye to eye on climate change donald trump himself has called climate change a hoax"
"MSNBC","Morning Joe",2016-12-06 11:00:00,"try and find something you can agree on i can tell you right now al gore found some things they can agree on a smart move and perhaps it's in the forefront of businesses on the cutting edge of climate change because al gore genuinely cares about climate change"
"MSNBC","MSNBC Live With Craig Melvin",2016-12-06 15:00:00,"donald trump called climate change a hoax in the past created by china for china kate shephard of the was'the hun pos post thank you for being with us on a tuesday morning kate let me start with you depending which interview you listen to you know sort of where donald trump stands on climate change but what about where ivanka stands on climate change"
"MSNBC","Hardball With Chris Matthews",2016-12-08 00:00:00,"donald trump elaborated on his conversations with president obama we talked about some of the potential appointments that i would make i wanted to get his opinion and he gave me some opinions o people that were very interesting to me and that spent something to me i believe in asking people we have different views but he loves our country so then he goes out and he has a nice photo op with ivanka and who does believe in climate change and brings in al gore mr inconvenient truth on climate change"
"CNN","Anderson Cooper 360",2016-12-08 01:00:00,"it was a big applause line in many trump rallies and i saw and heard it firsthand but the reason why there is a bit of whiplash right now among democrats is because it was like 24 hours ago that al gore the personification of climate change was in trump tower talking to not just ivanka trump but the president elect coming out saying they had a really good conversation leonardo dicaprio was there he's mr climate change"
